"Time (s),""Linear Acceleration x (m/s^2)"",""Linear Acceleration y (m/s^2)"",""Linear Acceleration z (m/s^2)"""
1.620940532E1,-1.562163591E0,3.112451077E0,2.344344139E0
1.622917516E1,-3.245713949E0,6.918239594E-1,1.149875641E0
1.624894667E1,-3.848680496E0,1.762685776E-1,8.165144324E-1
1.626871652E1,-2.634006023E0,1.024169922E-1,2.386788130E0
1.628848803E1,-1.090108395E0,-8.271064758E-1,3.079094887E0
1.630825787E1,-8.398260474E-1,-1.398328781E0,4.556128502E0
1.632802938E1,-1.583795309E0,-2.196476936E0,4.909610748E0
1.634779923E1,-1.839136481E0,-2.725873947E0,4.343763351E0
1.636757074E1,-1.836444855E0,-1.787899017E0,3.408465385E0
1.638734058E1,-2.144390106E0,-1.654568672E0,2.603855371E0
1.640711209E1,-1.600321412E0,-2.249015808E0,3.468828440E0
1.642688193E1,-1.943396330E0,-2.612405777E0,3.610165358E0
1.644665345E1,-2.907682419E0,-4.744215965E0,1.405493736E0
1.646642329E1,-2.557170153E0,-5.541804314E0,1.600463510E0
1.648619480E1,-3.806165457E-1,-5.170841217E0,1.901067257E0
1.650596464E1,2.283804417E0,-4.977453232E0,1.201015711E0
1.652573615E1,1.336471438E0,-4.005623817E0,-1.494922638E-1
1.654550600E1,-1.076721072E0,-4.365468025E0,-2.366073608E0
1.656527751E1,-1.818170071E0,-5.903460503E0,-2.601524115E0
1.658504735E1,-1.623692274E0,-6.981288910E0,-3.729048252E0
1.660481886E1,1.649352908E-1,-7.063582420E0,-3.946282625E0
1.662458870E1,1.436215043E0,-5.484868050E0,-1.832902193E0
1.664436022E1,3.816503286E-2,-2.340712547E0,-1.467009544E0
1.666413006E1,-5.296587944E-2,4.216175079E-1,-3.508723497E0
1.668390157E1,4.175625443E-1,2.861002922E0,-4.995915890E0
1.670367141E1,-8.014714718E-2,4.491605759E0,-5.885376930E0
1.672344287E1,-2.302014828E-2,5.779216766E0,-6.078854561E0
1.674321277E1,1.781761646E-2,5.628142357E0,-6.085762501E0
1.676298423E1,1.216836810E0,4.363078117E0,-5.816332817E0
1.678275412E1,1.216326475E0,4.379420280E0,-6.202928543E0
1.680252558E1,7.536101341E-2,5.662100315E0,-6.788261414E0
1.682229548E1,-3.939485550E-1,6.840236664E0,-6.303217411E0
1.684206693E1,-2.085856199E-1,7.385286808E0,-4.734422684E0
1.686183683E1,3.978240490E-2,6.662375450E0,-1.598668575E0
1.688160829E1,-3.019340038E-1,4.624712467E0,3.174063206E0
1.690137818E1,3.256704807E-1,1.605276108E0,9.777805328E0
1.692114964E1,1.909799099E0,-2.433008194E0,1.281550121E1
1.694091954E1,3.256467104E0,-8.545579910E0,1.269766712E1
1.696069100E1,5.675573349E-1,-9.300424576E0,4.950991154E0
1.698046089E1,-1.080511093E0,1.494189262E0,-1.466413975E0
1.700023235E1,3.526805401E0,6.170667648E0,4.126825809E0
1.702000225E1,5.042167664E0,-1.164022064E1,-3.949919462E0
1.703977370E1,-6.531524658E-1,-2.359963799E1,-6.283769608E0
1.705954360E1,-6.489348412E0,1.840770721E0,-1.739146423E1
1.707931506E1,6.902120590E0,1.138302231E1,-3.536368847E0
1.709908496E1,-1.421840310E0,2.883500099E0,-3.925481796E0
1.711885641E1,-8.471556664E0,-6.987590790E0,-1.145750618E1
1.713862626E1,-2.501237631E0,-1.292557240E1,-1.442667246E0
1.715839777E1,-5.013351440E-1,-7.464945793E0,-1.140243769E0
1.717816761E1,1.171505451E0,-2.771091461E-2,-1.110347271E0
1.719793912E1,1.258235216E0,4.194037437E0,-2.646671295E0
1.721770897E1,1.081215382E0,4.509905815E0,-1.360651255E0
1.723748048E1,-1.233066797E0,2.775411129E0,3.463137150E-2
1.725725032E1,-2.489589214E0,1.740045547E-1,2.543330193E-3
1.727702183E1,-1.999965787E0,-7.392454147E-1,6.000285149E-1
1.729679167E1,-1.771521091E0,-3.921995163E-1,1.025284410E0
1.731656313E1,-8.798993826E-1,9.607667923E-1,1.806442380E0
1.733633303E1,1.783339083E-1,2.716083527E0,2.979916334E0
1.735610449E1,5.078644156E-1,4.006899834E0,2.970335484E0
1.737587438E1,-8.795800805E-2,3.679140091E0,2.294605970E0
1.739564584E1,-1.205817938E0,1.316265106E0,1.779420614E0
1.741541574E1,-1.786492825E0,-1.777372360E-1,2.761454344E0
1.743518720E1,-1.472240686E0,7.756423950E-2,4.310935020E0
1.745495704E1,-1.485199928E0,9.077072144E-2,4.990910530E0
1.747472855E1,-1.311873674E0,-1.069640160E0,4.503717899E0
1.749449839E1,-8.879527450E-1,-1.128282547E0,4.362388611E0
1.751426990E1,-2.763557196E0,-1.666409492E0,2.932940483E0
1.753403975E1,-2.767376423E0,-4.430690765E0,4.079389572E0
1.755381121E1,-1.034719944E0,-3.905874252E0,5.218175888E0
1.757358110E1,-9.167613983E-1,-2.609611511E0,5.070017815E0
1.759335256E1,-3.441718340E0,-2.809508324E0,2.933236122E0
1.761312246E1,-5.590867519E0,-3.788735390E0,1.348718286E0
1.763289391E1,-4.106634617E0,-6.337656021E0,-1.022127867E0
1.765266376E1,3.661363602E0,-6.480692863E0,-5.414644241E0
1.767243527E1,9.019454002E0,-6.285056114E0,-2.737529516E0
1.769220511E1,6.548570156E0,-7.237136841E0,-2.139507532E0
1.771197662E1,1.566728473E0,-7.839207649E0,-1.390440583E0
1.773174647E1,-1.757833123E0,-5.745070457E0,-1.220714092E0
1.775151792E1,4.630497098E-1,-3.673383713E0,-2.335950613E0
1.777128782E1,2.087985754E0,-2.124923706E0,-3.361851692E0
1.779105928E1,2.291784048E0,-6.846151352E-1,-5.048758507E0
1.781082917E1,2.359241486E0,1.335083008E0,-6.912936687E0
1.783060063E1,2.512688160E0,4.060259819E0,-7.512640953E0
1.785037048E1,2.746740818E0,6.965643883E0,-6.788747787E0
1.787014199E1,2.312386513E0,7.840754509E0,-5.566362381E0
1.788991183E1,1.063231945E0,5.728311539E0,-5.644044399E0
1.790968329E1,-3.568810225E-1,4.761665344E0,-6.299486637E0
1.792945318E1,-1.994415760E0,5.419511318E0,-6.141279221E0
1.794922464E1,-2.517293215E0,6.694365025E0,-4.574812889E0
1.796899454E1,-1.541217327E0,7.031844139E0,-2.930670500E0
1.798876600E1,-6.382970214E-1,5.655987263E0,-5.761628151E-1
1.800853584E1,-6.257909536E-2,2.667421818E0,4.355937958E0
1.802830735E1,1.780170918E0,-2.661852837E0,1.238941383E1
1.804807720E1,2.810868979E0,-9.246443748E0,1.592774296E1
1.806784865E1,1.430266857E0,-1.024831104E1,1.050242710E1
1.808761855E1,7.682671547E-1,-3.752152443E0,1.901909828E0
1.810739001E1,2.126887798E0,5.595432281E0,6.171994209E-1
1.812715985E1,3.878892899E0,8.349473953E0,1.171237469E0
1.814693136E1,7.336831093E0,-2.144374847E-1,-7.018326759E0
1.816670121E1,7.197523594E0,-1.214364815E1,-6.263327599E0
1.818647266E1,-4.142514706E0,-1.720052528E1,6.430406570E0
1.820624256E1,-6.424391747E0,1.720934868E0,-2.150521088E1
1.822601402E1,3.730066776E0,9.816894531E0,5.502557755E-2
1.824578386E1,-1.930531025E0,3.562065125E0,-7.907590866E0
1.826555537E1,-4.948479652E0,-5.526731491E0,-6.441354752E0
1.828532522E1,-2.479921818E0,-1.090727234E1,-2.266924381E0
1.830509667E1,-1.167965889E0,-6.313212395E0,-8.330636024E-1
1.832486657E1,9.449135661E-1,2.754745483E-1,-2.185442448E-1
1.834463803E1,1.684597135E0,4.025899887E0,-1.059347868E0
1.836440787E1,4.799302220E-1,4.253449440E0,-8.306782246E-1
1.838417933E1,-1.289530396E0,2.094173431E0,-3.565744162E-1
1.840394923E1,-2.451536179E0,-5.854358673E-1,6.251305342E-2
1.842372068E1,-1.659220457E0,-1.119636536E0,8.320962191E-1
1.844349053E1,1.359594241E-2,2.092342377E-1,1.858375430E0
1.846326204E1,1.042224765E0,1.933434486E0,2.544654846E0
1.848303188E1,4.928682745E-1,3.170032978E0,2.920654774E0
1.850280334E1,-4.235455394E-1,3.472996712E0,2.820444822E0
1.852257324E1,-1.189082742E0,2.423320770E0,2.150650263E0
1.854234470E1,-2.027653217E0,8.483171463E-1,2.451412678E0
1.856211454E1,-2.357979536E0,3.930521011E-1,2.922214985E0
1.858188600E1,-1.568148851E0,4.809751511E-1,3.298918724E0
1.860165589E1,-1.539667368E0,-3.339490891E-1,3.509187937E0
1.862142735E1,-1.602335691E0,-1.261824608E0,3.029958248E0
1.864119720E1,1.042581320E0,-2.197522163E0,4.158076286E0
1.866096871E1,5.707269907E-1,-2.050240517E0,4.122611523E0
1.868073855E1,-1.395382881E0,-3.008615494E0,4.136231422E0
1.870051001E1,-1.786197543E0,-4.115649223E0,4.948052883E0
1.872027985E1,-2.088907480E0,-5.214090347E0,4.269546986E0
1.874005136E1,-3.491899967E0,-4.617947578E0,2.691319942E0
1.875982120E1,-5.858639717E0,-3.573270798E0,1.434001088E0
1.877959266E1,-3.630578995E0,-3.542231560E0,-1.974410534E0
1.879936256E1,2.238031626E0,-4.701748848E0,-2.483708382E0
1.881913402E1,2.626258850E0,-6.111746788E0,-2.939286947E0
1.883890386E1,7.693985105E-1,-7.173420906E0,-2.978824139E0
1.885867532E1,-2.677810192E0,-5.903406143E0,-2.675338984E0
1.887844522E1,-2.512290001E0,-4.527894020E0,-2.946358681E0
1.889821667E1,3.677637577E-1,-4.120271683E0,-2.595113277E0
1.891798652E1,1.144546270E0,-3.252069473E0,-3.550840378E0
1.893775798E1,6.847826838E-1,-1.102179527E0,-4.734206676E0
1.895752787E1,-1.412207484E-1,1.658443451E0,-5.538640976E0
1.897729933E1,-4.672980905E-1,4.058365822E0,-6.222065926E0
1.899706917E1,-4.152133465E-1,5.431134701E0,-6.733249187E0
1.901684068E1,-1.069458723E-1,6.242101669E0,-6.924518108E0
1.903661053E1,5.724830627E-1,6.139741421E0,-7.197825909E0
1.905638199E1,1.033947587E0,6.083621979E0,-7.262649536E0
1.907615188E1,5.625460148E-1,5.871794701E0,-6.583511353E0
1.909592334E1,6.051094532E-1,5.501358986E0,-4.748767376E0
1.911569318E1,1.014119029E0,4.429086208E0,-2.219755411E0
1.913546464E1,7.239983082E-1,2.709383011E0,3.768072128E-1
1.915523454E1,4.484463334E-1,1.790819168E-1,4.279372215E0
1.917500600E1,1.692099094E0,-3.555191040E0,1.004063606E1
1.919477584E1,4.092985153E0,-8.250477791E0,1.419620419E1
1.921454735E1,2.720440865E0,-8.514444351E0,8.827764511E0
1.923431720E1,-4.327427149E-1,-3.570014000E0,-2.189230919E-1
1.925408865E1,1.442912102E0,3.011684418E0,1.034588814E-1
1.927385855E1,3.359201908E0,3.575635910E0,2.617910385E0
1.929363001E1,7.247670889E-1,-1.795996666E0,-3.987420082E0
1.931339985E1,-1.417804718E0,-3.486891747E0,-6.614334106E0
1.933317131E1,-1.398562431E0,-5.381765366E0,-3.572534323E0
1.935294115E1,-1.854112864E0,-2.608969688E0,-6.373275757E0
1.937271266E1,-4.545038700E0,1.097956657E0,-9.837412834E0
1.939248251E1,-2.781446457E0,-9.784049988E-1,-4.632372856E0
1.941225397E1,-1.795065641E0,-3.478237152E0,-3.411344767E0
1.943202386E1,-6.979740858E-1,-3.641495705E0,-2.369108677E0
1.945179532E1,1.651468515E0,-1.239472389E0,-1.618833065E0
1.947156516E1,2.986190796E0,1.358736038E0,-3.053850651E0
1.949133662E1,2.310492754E0,1.778864861E0,-1.881876588E0
1.951110647E1,3.692519665E-2,1.187970161E0,-4.211516976E-1
1.953087798E1,-2.554416656E0,1.445537567E0,-1.161864400E-1
1.955064782E1,-3.945983648E0,2.156120300E0,8.248507977E-3
1.957041928E1,-2.950184584E0,2.107657433E0,1.078538895E0
1.959018912E1,-1.821404457E0,1.482055664E0,2.118790388E0
1.960996063E1,-1.641937256E0,1.137961388E0,3.138175249E0
1.962973048E1,-1.640346050E0,7.741575241E-1,3.291957140E0
1.964950193E1,-1.379305243E0,5.498609543E-1,2.345899105E0
1.966927178E1,-1.703328788E-1,8.221912384E-2,1.910983920E0
1.968904324E1,1.942400336E-1,-1.848773956E-1,3.815608978E0
1.970881313E1,-9.410685301E-1,3.594141006E-1,4.953536034E0
1.972858459E1,-1.449125528E0,4.402961731E-1,3.505699635E0
1.974835443E1,-1.701475620E0,2.509050369E-1,1.033181190E0
1.976812589E1,-1.772010326E0,-4.765663147E-1,2.510797977E-1
1.978789574E1,-9.268347621E-1,-1.684941292E0,1.014794469E0
1.980766720E1,-2.710788250E-1,-1.834719658E0,2.521032810E0
1.982743709E1,-2.170347214E0,-1.776494026E0,3.453903198E0
1.984720855E1,-2.757886171E0,-2.834603310E0,3.994929552E0
1.986697839E1,-2.039755344E0,-2.752960205E0,4.793077469E0
1.988674985E1,-2.491622448E0,-2.847956657E0,4.568110943E0
1.990651970E1,-4.261590004E0,-3.785356522E0,4.230443001E0
1.992629121E1,-5.491382599E0,-4.434594154E0,2.812390327E0
1.994606105E1,-4.195301056E0,-4.316377640E0,3.533661366E-2
1.996583251E1,8.785442710E-1,-3.248382568E0,-2.570302963E0
1.998560235E1,7.505385876E0,-1.923573494E0,-2.776600599E0
2.000537381E1,7.973042011E0,-1.529649734E0,-2.804556608E0
2.002514370E1,3.385895491E0,-4.295816422E0,-2.932128429E0
2.004491516E1,-1.184446931E0,-6.098589897E0,-3.408088446E0
2.006468501E1,-2.806220531E0,-5.562678337E0,-2.776906252E0
2.008445647E1,-9.708184004E-1,-4.269593239E0,-1.910881400E0
2.010422636E1,5.237816572E-1,-2.973311424E0,-1.930137157E0
2.012399782E1,4.444670081E-1,-1.513022423E0,-2.360899925E0
2.014376766E1,-2.083720863E-1,4.164695740E-3,-4.715640068E0
2.016353912E1,8.196893930E-1,2.873637199E0,-6.743042946E0
2.018330902E1,2.639622688E0,5.851571083E0,-6.307339668E0
2.020308048E1,3.430211544E0,6.856907845E0,-5.665323734E0
2.022285032E1,3.431659222E0,5.979791164E0,-5.523227692E0
2.024262178E1,2.485928059E0,4.777739525E0,-5.467508316E0
2.026239167E1,9.644278288E-1,3.927394867E0,-5.488315582E0
2.028216313E1,-1.921595335E-1,3.823601723E0,-4.743314266E0
2.030193298E1,-6.074094772E-2,3.904617310E0,-3.328793287E0
2.032170449E1,3.047308922E-1,3.827520370E0,-1.635181427E0
2.034147433E1,2.403354645E-1,3.353926659E0,6.343526840E-1
2.036124579E1,-1.169348359E-1,2.451268673E0,4.464022636E0
2.038101568E1,3.353019953E-1,7.398605347E-3,9.244508743E0
2.040078714E1,1.470687389E0,-3.580390930E0,1.066140270E1
2.042055704E1,2.314555168E0,-8.124655724E0,1.058201599E1
2.044032850E1,3.403742552E0,-9.730835915E0,5.503551960E0
2.046009834E1,2.780970335E0,-2.268989563E0,1.947279453E0
2.047986985E1,2.770595074E0,6.911366463E0,2.736613274E0
2.049963970E1,3.285531044E0,6.626578331E0,-8.035373688E-1
2.051941115E1,1.337759852E0,-5.201082230E-1,-1.059407043E1
2.053918105E1,-1.080423832E0,-6.004396439E0,-5.862240314E0
2.055895251E1,3.713955402E0,-1.252882957E1,5.671935558E0
2.057872240E1,-1.899033308E0,-2.513484955E-1,-1.229733658E1
2.059849386E1,7.080698013E-1,5.477186203E0,-3.100123882E0
2.061826376E1,-3.195884228E0,1.369479179E0,-4.628390789E0
2.063803522E1,-5.469758511E0,-3.283888817E0,-6.958493233E0
2.065780511E1,-1.291453362E0,-4.736170769E0,-8.548293114E-1
2.067757657E1,3.696123362E-1,-1.769766808E0,-1.402507782E0
